Date,AgentID,DepartmentID,SubCategoryID,CityID,Calls_Assigned,Calls_Handled,Calls_Abandoned,Resolutions,ASA_Sec,AHT_Sec,Total_Surveys,CSAT_Avg,Num_Promoters,Num_Passives,Num_Detractors
10-02-2021,13,6,8,4,34,32,2,20,63,553,4,3.95,2,1,1
29-12-2023,16,3,10,10,37,33,4,28,60,433,4,3.49,1,0,3
25-03-2021,1,3,11,4,42,38,4,27,54,571,5,3.05,0,3,2
27-08-2022,4,2,13,5,37,36,1,22,67,373,4,2.67,0,1,3
25-03-2021,12,1,14,4,42,39,3,30,73,643,5,4.16,1,2,2
04-05-2021,3,5,1,10,54,46,8,32,57,594,6,2.8,0,2,4
21-06-2023,10,6,14,5,30,28,2,20,78,695,4,3.51,0,2,2
22-11-2021,3,1,9,7,55,53,2,38,67,301,7,4.7,6,0,1
06-06-2023,5,4,2,2,31,27,4,22,72,528,4,3.87,1,1,2
22-09-2021,5,1,3,6,39,35,4,31,61,630,5,4.51,4,1,0
25-06-2021,10,1,13,13,37,34,3,21,65,543,4,4.47,3,0,1
24-11-2023,19,1,10,10,44,39,5,31,45,370,5,4.41,4,1,0
29-09-2022,10,5,7,5,33,31,2,22,69,694,4,2.78,0,0,4
27-06-2022,10,3,13,6,50,43,7,38,52,481,6,3.45,2,0,4
12-06-2021,2,4,2,3,50,48,2,40,63,450,6,4.04,2,2,2
01-02-2022,8,1,5,8,32,30,2,25,57,928,4,4.1,1,3,0
18-02-2022,3,2,1,12,48,41,7,38,59,326,6,2.73,0,0,6
29-12-2021,7,6,1,10,31,30,1,27,65,553,4,3.77,1,2,1
15-11-2023,16,5,7,4,49,44,5,31,47,571,6,2.73,1,3,2
10-02-2023,4,1,2,11,55,52,3,37,60,612,7,4,3,2,2
13-10-2022,19,3,6,13,57,52,5,43,49,566,7,3.65,3,3,1
02-02-2021,14,2,7,9,46,43,3,30,65,293,6,3.33,1,1,4
19-08-2021,19,5,11,6,46,44,2,34,53,682,6,3.2,0,0,6
03-06-2023,1,3,4,8,44,37,7,30,47,437,5,3.55,2,1,2
16-10-2022,7,2,1,10,42,39,3,28,64,626,5,3.06,0,4,1
20-04-2023,12,4,8,9,55,48,7,29,53,385,7,4.36,5,2,0
20-01-2021,19,4,13,6,47,44,3,31,69,353,6,4.15,1,5,0
06-12-2021,11,3,14,13,52,44,8,39,75,408,6,3.46,1,0,5
22-08-2021,16,2,1,10,32,31,1,24,31,394,4,3.31,0,0,4
19-08-2023,2,2,2,12,33,28,5,18,59,579,4,2.69,0,0,4
27-06-2022,18,2,7,4,36,33,3,20,66,292,4,3.14,0,1,3
02-06-2022,16,2,4,2,42,36,6,22,61,408,5,3.29,0,1,4
04-01-2021,16,4,4,6,56,48,8,37,67,443,7,3.96,2,3,2
22-07-2023,15,4,1,13,55,47,8,33,41,284,7,3.83,3,3,1
22-02-2023,11,2,14,12,44,40,4,33,49,500,5,2.84,0,3,2
07-10-2022,2,2,4,4,46,41,5,31,56,536,6,2.93,0,2,4
22-12-2023,1,3,13,8,53,48,5,31,77,595,6,3.33,1,0,5
27-02-2023,3,3,1,3,60,55,5,37,60,307,7,3.31,0,2,5
24-08-2023,1,5,6,7,58,50,8,30,60,403,7,2.77,1,1,5
18-06-2021,7,2,3,13,46,43,3,26,50,675,6,3.23,1,2,3
26-07-2022,4,4,4,2,48,42,6,37,54,484,6,4.01,3,3,0
05-07-2022,3,6,2,1,53,50,3,45,58,210,6,3.11,1,3,2
07-06-2022,14,6,9,13,31,28,3,19,55,740,4,3.68,2,0,2
24-02-2021,2,4,3,13,60,56,4,40,43,510,7,3.96,2,4,1
28-07-2023,11,3,3,9,41,37,4,30,82,477,5,3.42,1,0,4
07-01-2021,1,4,6,2,33,28,5,21,59,550,4,3.92,2,2,0
20-06-2022,11,6,3,13,59,53,6,46,59,463,7,3.45,0,2,5
03-09-2021,8,5,11,12,47,40,7,24,44,268,6,2.8,0,2,4
12-12-2022,7,3,4,10,53,46,7,38,67,556,6,3.03,0,1,5
13-03-2023,6,2,6,8,40,37,3,30,66,448,5,3.35,0,0,5
27-03-2022,9,4,12,4,57,48,9,42,69,514,7,4.2,6,1,0
01-01-2022,4,5,12,9,47,45,2,36,62,438,6,2.66,0,1,5
04-03-2022,2,2,10,7,44,42,2,35,65,430,5,3.44,0,2,3
18-01-2023,10,2,13,12,60,54,6,41,57,497,7,2.7,0,1,6
13-11-2022,19,4,6,5,57,49,8,39,72,449,7,3.93,5,2,0
06-01-2022,12,6,8,7,45,41,4,28,66,483,5,3.55,2,3,0
24-09-2022,6,4,2,10,33,31,2,26,69,339,4,3.9,0,4,0
29-07-2021,7,5,9,4,44,38,6,32,79,588,5,2.8,1,1,3
07-06-2021,6,2,11,5,49,46,3,39,34,504,6,3.38,1,0,5
07-09-2023,8,1,1,4,48,45,3,36,73,418,6,4.82,5,0,1
12-06-2023,6,1,13,11,43,37,6,25,68,556,5,4.19,2,2,1
13-04-2021,4,4,13,12,52,50,2,32,69,622,6,3.91,0,5,1
11-02-2022,15,2,10,6,45,41,4,28,53,593,5,3.09,0,0,5
19-06-2021,10,4,7,1,57,50,7,42,67,296,7,4.11,1,4,2
24-01-2022,8,3,12,11,42,37,5,25,82,454,5,3.19,0,0,5
27-04-2022,19,6,13,1,40,38,2,34,76,531,5,3.52,2,3,0
13-04-2023,16,6,3,11,40,37,3,29,61,631,5,3.62,3,2,0
16-07-2023,1,4,12,3,56,52,4,46,57,527,7,4.03,2,4,1
29-05-2022,14,6,13,8,53,49,4,39,56,586,6,3.46,2,1,3
01-02-2022,9,2,13,3,46,43,3,27,58,426,6,2.79,0,5,1
09-11-2022,3,4,6,2,53,48,5,34,64,303,6,4.1,2,3,1
08-03-2021,11,5,3,4,52,48,4,41,46,562,6,2.8,1,2,3
14-12-2021,5,3,4,13,46,41,5,26,68,429,6,3.59,1,0,5
02-04-2021,4,6,6,5,55,52,3,37,55,745,7,3.63,1,6,0
25-10-2022,12,6,1,3,59,56,3,51,47,573,7,3.56,3,3,1
23-02-2021,12,3,12,5,45,38,7,26,70,389,5,3.62,1,2,2
29-11-2021,8,2,9,4,47,42,5,36,49,518,6,3,0,2,4
06-02-2022,18,2,12,7,36,31,5,26,42,257,4,2.98,0,1,3
26-06-2023,9,5,6,12,58,51,7,44,67,561,7,3.1,1,0,6
21-05-2022,8,4,2,4,51,49,2,31,44,496,6,3.85,2,1,3
07-04-2023,20,3,13,13,47,43,4,40,62,659,6,3.78,2,4,0
29-07-2023,15,6,1,6,39,33,6,28,53,146,5,3.67,3,2,0
25-06-2021,6,4,2,1,41,39,2,26,40,464,5,4.08,3,2,0
26-09-2021,9,4,5,8,49,47,2,29,54,543,6,4.06,1,3,2
20-10-2022,11,2,4,12,58,56,2,48,63,434,7,2.89,0,1,6
18-04-2021,12,2,14,7,54,48,6,30,68,462,6,2.79,1,4,1
27-03-2022,2,2,4,3,37,35,2,22,45,550,4,3.08,0,1,3
24-01-2021,16,1,14,1,39,33,6,29,44,512,5,4.63,3,2,0
12-11-2023,1,6,13,13,47,44,3,28,67,338,6,3.5,0,5,1
24-09-2021,10,6,14,5,36,30,6,23,46,420,4,3.55,2,1,1
13-09-2022,7,1,10,4,54,47,7,32,65,478,6,4.29,4,0,2
11-08-2023,16,3,4,5,58,50,8,41,53,415,7,3.7,2,3,2
06-04-2022,5,1,13,6,54,52,2,32,64,490,6,4.22,5,1,0
07-04-2023,2,6,12,11,59,57,2,50,49,545,7,3.7,1,4,2
06-03-2023,20,4,14,9,56,49,7,32,57,500,7,3.93,2,2,3
22-07-2021,7,3,8,7,56,51,5,45,49,388,7,3.46,0,0,7
15-10-2022,19,3,4,13,39,35,4,32,59,660,5,3.71,4,1,0
15-09-2022,12,5,8,7,43,37,6,32,70,527,5,2.72,1,1,3
13-09-2022,5,2,10,4,47,42,5,38,55,548,6,2.86,1,1,4
14-09-2022,16,6,3,3,55,49,6,35,51,498,7,3.44,0,1,6
14-07-2023,8,2,13,6,49,41,8,31,59,477,6,3.09,0,2,4
11-03-2021,5,5,6,9,38,33,5,30,60,539,5,2.81,0,0,5
19-06-2022,3,6,13,9,41,38,3,31,68,575,5,3.98,4,0,1
28-05-2021,2,4,2,13,33,28,5,18,41,390,4,3.69,1,3,0
03-12-2021,18,1,6,12,41,38,3,34,63,216,5,4.7,3,1,1
21-06-2021,19,4,2,5,34,31,3,23,50,436,4,3.9,2,2,0
19-08-2022,14,6,4,9,54,47,7,33,49,457,6,3.3,0,1,5
07-11-2023,16,1,10,4,46,43,3,32,58,379,6,4.22,4,1,1
21-07-2023,6,6,13,6,55,49,6,38,62,297,7,3.43,2,2,3
21-05-2021,8,2,12,1,44,38,6,32,71,384,5,3.06,1,1,3
28-09-2021,17,2,7,3,45,42,3,30,49,369,5,3.1,0,1,4
21-02-2023,16,6,7,9,42,38,4,31,56,468,5,3.91,2,3,0
08-11-2023,14,1,7,12,45,38,7,31,61,448,5,4.35,3,2,0
09-02-2022,5,4,8,9,43,37,6,28,83,680,5,3.89,3,1,1
24-11-2022,8,2,3,12,42,36,6,24,58,351,5,3.29,0,2,3
06-01-2022,8,2,3,7,36,31,5,21,62,603,4,2.8,0,2,2
27-07-2023,8,5,13,4,37,32,5,28,67,600,4,2.98,0,0,4
11-09-2023,17,6,12,4,32,29,3,26,70,452,4,3.9,1,1,2
30-06-2021,15,5,4,5,48,42,6,30,60,590,6,3.09,1,0,5
22-06-2021,2,1,4,5,59,56,3,44,63,454,7,4.29,5,0,2
16-02-2023,18,6,9,9,43,37,6,30,54,543,5,3.26,0,1,4
05-12-2021,19,2,10,13,54,51,3,35,52,681,6,3.22,0,3,3
23-07-2023,3,4,1,6,42,40,2,32,56,596,5,4.14,1,3,1
02-05-2023,14,6,12,5,31,29,2,21,47,355,4,3.59,1,2,1
16-09-2023,15,6,3,13,41,39,2,33,61,670,5,3.67,4,1,0
30-12-2022,19,3,2,13,40,35,5,32,60,720,5,3.49,1,0,4
09-08-2021,3,1,5,7,45,38,7,35,42,553,5,4.02,1,3,1
14-10-2023,13,3,3,11,32,28,4,18,53,615,4,3.45,1,0,3
05-06-2022,17,1,5,4,54,46,8,42,57,406,6,4.2,4,2,0
06-07-2023,5,6,13,5,33,32,1,26,57,471,4,3.74,1,1,2
30-03-2022,3,1,10,7,33,29,4,17,54,443,4,4.61,3,0,1
16-10-2023,11,6,5,3,31,30,1,20,77,477,4,3.18,0,1,3
20-11-2022,13,3,7,4,41,34,7,23,36,668,5,3.65,1,4,0
30-03-2022,10,4,8,5,40,35,5,24,36,445,5,3.85,2,2,1
13-10-2022,7,6,3,4,37,33,4,20,58,388,4,3.73,2,2,0
27-03-2022,10,1,5,7,50,43,7,36,58,653,6,4.12,0,6,0
21-10-2021,1,3,5,10,47,41,6,35,40,584,6,3.43,1,1,4
25-05-2021,14,2,12,5,48,43,5,38,68,549,6,3.04,1,2,3
20-05-2021,15,2,1,7,52,44,8,41,69,597,6,3.14,2,2,2
08-09-2022,14,6,10,2,55,50,5,33,71,584,7,3.84,1,2,4
05-11-2022,6,1,11,1,43,39,4,31,64,533,5,4.76,4,1,0
05-11-2023,18,5,13,1,40,35,5,31,59,439,5,2.44,0,1,4
18-11-2021,15,4,10,12,36,30,6,25,62,665,4,3.65,2,1,1
04-09-2023,14,4,3,4,55,47,8,36,79,639,7,3.54,0,5,2
26-02-2023,17,5,2,2,48,41,7,26,76,527,6,2.46,0,4,2
07-10-2023,6,4,2,8,31,29,2,18,53,563,4,3.99,2,2,0
22-09-2023,10,2,11,13,60,53,7,35,52,339,7,2.72,1,2,4
17-08-2021,3,2,7,2,32,30,2,23,66,254,4,3.19,2,0,2
22-03-2022,16,6,7,13,46,44,2,31,65,284,6,3.85,3,1,2
15-11-2022,8,2,13,13,56,47,9,29,62,395,7,2.93,1,2,4
26-06-2021,4,6,1,1,41,40,1,29,55,729,5,3.07,0,0,5
13-05-2022,9,4,2,9,57,50,7,44,69,524,7,4.15,3,3,1
30-01-2023,10,5,1,4,52,48,4,29,33,572,6,3.02,1,3,2
02-09-2023,14,6,9,13,57,49,8,44,46,609,7,3.36,1,2,4
21-03-2023,16,4,2,4,37,35,2,28,58,372,4,4.04,3,0,1
09-06-2022,12,2,13,10,48,40,8,34,62,357,6,3.29,1,1,4
12-12-2021,6,5,8,4,56,54,2,33,67,410,7,2.54,0,2,5
14-04-2021,19,3,9,11,35,32,3,20,81,535,4,3.82,2,2,0
18-04-2021,16,5,3,7,47,41,6,31,72,379,6,3.44,0,2,4
08-09-2021,3,5,1,5,58,51,7,31,64,649,7,2.86,2,0,5
26-05-2022,2,5,14,9,31,26,5,20,60,506,4,2.78,0,0,4
10-09-2022,10,3,14,5,31,27,4,23,70,360,4,3.27,0,1,3
17-10-2021,7,5,6,1,38,34,4,23,76,555,5,3,1,1,3
21-06-2022,9,4,8,7,39,37,2,27,50,580,5,4.2,2,2,1
24-01-2023,7,4,3,13,30,26,4,19,82,528,4,3.47,1,0,3
10-04-2023,11,5,13,2,32,27,5,23,68,615,4,3.1,0,2,2
26-05-2023,9,2,6,10,60,54,6,33,50,592,7,2.85,2,0,5
07-11-2021,10,6,7,10,59,56,3,36,72,447,7,3.29,1,4,2
17-04-2023,16,5,4,13,60,51,9,37,60,683,7,3.06,0,2,5
15-06-2023,16,1,10,4,48,44,4,28,59,191,6,4.49,4,1,1
22-07-2023,18,3,14,4,40,34,6,23,68,519,5,3.69,0,2,3
05-11-2021,4,1,4,6,43,37,6,29,38,513,5,4.49,4,1,0
10-06-2023,3,6,11,6,39,34,5,31,67,505,5,3.7,3,1,1
01-11-2022,4,6,8,12,40,37,3,22,70,520,5,3.15,0,1,4
09-05-2021,17,2,2,9,31,29,2,21,45,597,4,3.31,1,3,0
10-03-2023,2,6,10,1,60,58,2,47,51,463,7,3.66,4,3,0
20-06-2021,11,1,5,8,30,27,3,18,83,406,4,4.26,2,2,0
14-08-2022,6,3,4,2,60,58,2,43,62,631,7,3.12,1,2,4
03-06-2021,20,1,11,2,43,40,3,27,64,516,5,4.3,4,0,1
04-02-2022,5,6,14,13,43,39,4,31,68,345,5,3.77,0,4,1
05-04-2023,2,1,2,4,43,40,3,26,50,386,5,4.31,4,1,0
11-01-2023,7,5,11,6,40,35,5,31,54,496,5,2.71,0,1,4
08-05-2021,15,5,14,5,55,49,6,31,60,446,7,2.87,0,1,6
30-08-2021,14,4,11,4,30,26,4,22,56,609,4,3.8,2,2,0
27-01-2023,17,2,6,4,41,39,2,23,54,223,5,2.72,1,1,3
03-06-2021,2,4,12,13,31,28,3,25,54,410,4,3.87,0,4,0
24-05-2023,11,6,7,4,54,48,6,36,44,401,6,3.56,2,4,0
01-05-2021,6,4,7,8,49,42,7,29,80,504,6,3.78,4,0,2
16-02-2021,10,3,14,4,47,44,3,37,36,226,6,3.34,1,1,4
29-09-2022,13,1,2,1,59,51,8,35,69,477,7,3.63,4,3,0
01-01-2021,18,3,10,6,58,51,7,36,54,528,7,3.22,2,1,4
25-09-2022,6,4,13,4,36,34,2,28,52,300,4,4.16,1,2,1
04-03-2021,10,1,5,6,37,34,3,24,39,275,4,4.35,4,0,0
26-05-2022,5,6,13,10,47,44,3,38,61,563,6,3.36,0,2,4
25-11-2022,11,5,14,7,32,31,1,22,77,384,4,2.9,1,2,1
07-05-2022,18,1,3,4,45,40,5,33,52,448,5,4.09,2,2,1
04-04-2021,19,6,1,4,48,41,7,34,54,527,6,3.71,3,2,1
15-03-2022,8,2,7,10,37,31,6,23,50,411,4,2.51,0,1,3
07-05-2023,14,1,1,9,45,41,4,30,61,513,5,4.18,3,2,0
30-10-2023,11,6,14,13,37,35,2,30,55,448,4,3.23,0,1,3
08-12-2023,19,3,6,5,55,47,8,34,69,618,7,3.5,4,2,1
29-06-2023,14,3,3,6,30,27,3,25,61,545,4,3.02,0,0,4
10-10-2022,11,4,2,4,35,33,2,30,59,305,4,3.7,0,1,3
27-03-2021,7,4,6,13,60,58,2,53,50,487,7,3.64,2,4,1
31-12-2023,12,6,5,12,48,46,2,42,81,377,6,3.46,0,4,2
30-01-2022,6,4,1,1,31,29,2,24,55,390,4,4,1,2,1
26-11-2023,8,6,5,11,57,51,6,40,67,419,7,3.76,3,3,1
16-07-2023,17,1,2,2,36,34,2,32,74,635,4,4.16,0,4,0
05-07-2022,19,2,9,1,30,27,3,24,44,566,4,3.31,0,1,3
06-05-2022,16,6,5,11,31,28,3,19,43,466,4,3.48,0,0,4
06-07-2022,19,4,12,5,48,40,8,29,65,594,6,3.95,0,5,1
26-07-2023,1,6,14,13,43,38,5,34,44,443,5,3.75,2,3,0
23-03-2022,2,4,10,7,59,56,3,40,66,480,7,4.17,3,3,1
12-08-2021,11,3,3,12,35,34,1,23,54,390,4,3.27,1,2,1
18-12-2022,1,4,11,6,40,34,6,24,68,533,5,3.98,0,5,0
21-07-2021,15,6,5,8,56,47,9,38,50,668,7,3.9,4,3,0
01-08-2022,20,4,6,8,48,44,4,34,51,438,6,3.91,3,1,2
11-05-2023,17,3,7,7,54,48,6,40,82,333,6,3.77,0,4,2
13-03-2021,19,2,8,11,42,38,4,31,74,493,5,3.22,1,0,4
07-06-2022,11,1,12,12,31,27,4,17,56,632,4,4.07,0,4,0
19-02-2021,10,3,11,6,41,39,2,24,62,491,5,3.74,2,1,2
25-09-2021,12,1,5,12,52,50,2,36,79,532,6,4.31,4,1,1
06-12-2023,14,6,1,12,50,44,6,39,63,300,6,3.2,1,0,5
30-06-2022,17,5,14,3,45,43,2,37,64,366,5,2.66,1,3,1
15-05-2022,7,3,7,5,52,45,7,37,68,404,6,3.35,2,0,4
18-08-2021,16,5,1,12,33,29,4,19,72,617,4,2.83,0,1,3
29-06-2022,11,2,3,13,45,43,2,38,85,501,5,3.16,0,1,4
07-08-2023,8,3,8,8,47,41,6,37,65,322,6,3.27,0,3,3
04-10-2021,20,6,14,4,54,52,2,37,60,509,6,3.91,4,1,1
11-02-2023,5,4,9,3,35,32,3,25,75,384,4,4.19,2,1,1
06-10-2023,13,1,7,10,53,51,2,45,63,641,6,4.35,6,0,0
27-02-2021,13,1,3,7,50,45,5,35,47,571,6,4,2,2,2
29-08-2022,18,2,6,7,32,28,4,20,60,630,4,3.25,0,1,3
13-01-2022,14,6,6,4,39,35,4,22,41,514,5,3.99,2,2,1
25-10-2022,10,2,4,13,58,55,3,51,55,610,7,3.29,1,3,3
08-01-2023,10,1,7,13,43,39,4,26,59,657,5,4.11,3,0,2
21-02-2023,19,1,1,12,51,48,3,36,57,313,6,4.01,2,2,2
15-05-2021,2,1,8,5,57,55,2,49,77,606,7,4.42,6,0,1
21-01-2022,18,1,1,11,41,39,2,23,43,426,5,4.22,2,2,1
15-09-2023,15,6,3,2,35,32,3,21,53,383,4,3.39,0,2,2
02-10-2021,15,2,2,11,43,39,4,24,78,511,5,3.17,0,1,4
16-07-2022,11,6,1,5,45,41,4,26,29,640,5,3.93,0,4,1
11-07-2022,11,1,1,3,32,27,5,23,75,701,4,4.33,2,2,0
06-02-2022,20,3,12,7,34,29,5,25,46,605,4,3.27,1,2,1
13-01-2022,3,3,2,10,46,42,4,29,73,462,6,3.56,2,3,1
18-04-2023,3,2,8,8,57,54,3,36,54,833,7,3.03,1,3,3
04-05-2023,5,4,4,12,36,32,4,27,46,550,4,3.7,2,2,0
28-05-2021,16,2,6,8,48,46,2,34,45,386,6,3.21,0,2,4
22-06-2021,2,4,14,7,53,46,7,36,33,465,6,3.64,2,3,1
25-01-2022,8,1,13,1,59,51,8,34,77,595,7,3.69,5,1,1
03-05-2023,16,3,9,8,57,49,8,45,37,263,7,3.66,3,1,3
30-12-2023,9,2,14,7,36,32,4,24,68,429,4,3.34,1,2,1
29-12-2021,9,5,11,11,35,33,2,21,74,582,4,2.86,1,1,2
23-10-2021,20,2,2,3,48,40,8,28,38,389,6,3.12,1,0,5
03-04-2021,14,1,12,4,47,44,3,40,49,403,6,4.18,2,1,3
04-10-2022,5,6,11,13,31,30,1,19,66,295,4,3.5,3,1,0
20-09-2023,8,3,12,8,58,50,8,30,76,262,7,3.98,4,3,0
12-04-2023,7,4,3,9,42,38,4,27,57,554,5,3.57,2,3,0
08-03-2022,9,1,4,12,52,47,5,33,78,346,6,4.5,5,1,0
02-01-2022,8,5,12,11,36,31,5,22,47,332,4,2.94,0,0,4
11-12-2022,1,6,10,8,49,43,6,26,76,322,6,3.83,2,4,0
21-06-2022,1,2,7,6,48,42,6,33,60,271,6,3.55,3,3,0
29-09-2022,14,6,12,9,35,32,3,20,72,469,4,3.36,1,0,3
02-07-2021,9,6,13,4,40,35,5,30,52,505,5,3.85,3,0,2
03-11-2021,2,4,13,11,54,50,4,45,74,434,6,4.17,0,3,3
28-10-2022,3,6,4,10,33,31,2,22,55,680,4,3.64,1,0,3
14-06-2021,9,5,3,4,36,32,4,24,56,599,4,2.97,0,1,3
20-01-2021,1,6,12,4,43,36,7,32,54,664,5,3.74,1,3,1
10-10-2023,10,2,4,5,46,44,2,29,51,564,6,3.43,4,0,2
21-07-2022,7,6,12,11,59,57,2,46,33,669,7,3.85,2,5,0
11-02-2021,19,3,13,6,45,41,4,37,66,518,5,3.43,0,4,1
20-09-2023,1,2,9,9,41,36,5,33,73,365,5,3.29,2,0,3
26-01-2023,9,4,2,13,56,48,8,44,50,173,7,4.08,1,2,4
28-05-2022,9,6,3,3,54,52,2,45,71,479,6,4.24,4,1,1
15-09-2021,15,1,13,5,39,37,2,28,75,452,5,4.63,4,0,1
15-06-2021,10,5,2,3,37,34,3,31,54,505,4,2.47,1,1,2
01-02-2023,5,2,5,1,54,48,6,32,59,433,6,2.72,0,0,6
09-04-2023,8,2,8,3,35,34,1,29,67,312,4,2.76,0,2,2
27-03-2022,17,6,1,4,45,40,5,25,61,522,5,3.54,4,1,0
15-05-2022,20,3,13,5,39,35,4,23,73,562,5,3.38,0,2,3
04-04-2022,15,4,7,9,59,51,8,30,50,546,7,3.81,1,5,1
26-07-2021,16,6,7,5,57,52,5,40,52,439,7,3.3,0,1,6
21-03-2023,9,6,7,10,30,28,2,17,67,468,4,3.78,0,3,1
13-08-2023,6,2,2,2,30,25,5,23,63,471,4,3.34,1,0,3
31-01-2021,19,6,1,4,57,55,2,45,69,572,7,3.14,0,2,5
12-09-2022,4,2,14,3,34,32,2,28,58,342,4,3.2,1,1,2
